Message,Label,has_emoji,emoji_added
Reference is made to Blooms homosexuality and AIDS on page  of the book Unacknowledged Legislation by Christopher Hitchens  His homosexuality is mentioned on page  of Bound and Gagged by Laura Kipnis  His homosexuality and death from AIDS is mentioned on page  of Carpe Manana by Leonard Sweet  Ill stop with these three but many more books magazine articles etc mention his homosexuality and death from AIDS  I have made mention of this in the article,0,False,
Use of German Wikipedia Entry as a See Also   It should be considered bad form to ask the user to reference another language edition of Wikipedia for more information can anyone correct this,0,False,
Your other question Ive replied here,0,False,
I think this is notable because its a topic that hasnt been touched by a lot of kids shows,0,False,
how do u make a disambig page thanks,0,False,
WHOA a rare shit gem in the sewer  Im not sexist I just really hope I dont have a daughter,1,False,
Damn you Ive got other things to do right now but its just sooooo tempting,1,False,
and suck a dick two times every hour until sunrise,1,False,
Fair enough How about my KLA Serbian conflict etc links then,0,False,
Go and tell Elonka to learn how to be an Admin,0,False,
Escowbeck  Your reference is outdated by at least  years   The reference that you provided for Escowbeck is well out dated as the map shows Map of Boundaries before  maybe in history it was part of the Quernmore Parish but the House is most certainly classed as Caton today It has been Caton since at least  as it was stated in the reference I provided that you removed Even the property sale websites for the Escowbeck state it is in Caton and not Quernmore maybe you should read your references and see how out dated this one is,0,False,
SSSSSSSSSSSSShhhhhhhh   Go away Dont use my suerpage again for any reason or you will regret it,1,False,
Please stop If you continue to vandalise Wikipedia as you did to Geography of Japan you will be blocked from editing,0,False,
Make A Deal   Why have an edit war My edit in Now  is okay of course You are just big dicks and now I fell so bad This is the worst Ive had Yeah Make a Deal x Yeah yeah Make a Deal x Yeah  Im called GMTV around the globe Ive been lost and have goten a great big strobe It aint cool Ive been a man And now I should take over the land Im an only child It so aint fair My parents are the only people who care You dont understand  Why have an edit war My edit in Now  is okay of course You are just big dicks and now I fell so bad This is the worst Ive had Yeah Make a Deal x Yeah yeah Make a Deal x Yeah  I promise to not vandal anymore When I think about it just gets sore Because I dont vandalise anymore  Why have an edit war My edit in Now  is okay of course You are just big dicks and now I fell so bad This is the worst Ive had Yeah Make a Deal x Yeah yeah Make a Deal x Yeah  Make a deal make a deal make a deal with me Make a deal make a deal make a deal with me  Why have an edit war My edit in Now  is okay of course You are just big dicks and now I fell so bad This is the worst Ive had Yeah Make a Deal x Yeah yeah Make a Deal x Yeah Make a Deal x Yeah yeah Make a Deal x Yeah Make a Deal x Yeah yeah Make a Deal x Yeah,1,False,
Histmerge done  I histmerged List of Xenogears characters to Characters of Xenogears The join is at this editing this gap corresponds to a severe abridgement,0,False,
Haha razor blades Its made of plastic MKR,0,False,
Ur fat and gay,1,False,
Hi Swathy and Swetha the Nair article has been changed by a group of editors with dubious intent from last month onwards so in my opinion the current version is not even  accurate Please see the original version of the article decide yourself which version is more accurate or go through the Nair article in Metapedia Thanks,0,False,
WPNAC allows for anyone to perform a closure under certain conditions I am not interested in a deletion review I believe the result was no consensus which means the article survives anyway so Im not contesting that I appreciate if you were more cooperative in your answers instead of turning this into a long conversation,0,False,
Are you fucking kidding me,0,False,
you need some advice never and i mean NEVER go onto someones talk page and revert the changes they made to their own talk page that harassment is as bad as spamming and is NEVER excusable DO NOT DO IT EVER AGAIN understood,1,False,
ChickenFucker   for th lulz,1,False,
As an added note I am interested in cleaning up and expanding Kepler Mission as this page could be a future high volume one if it discovers what its supposed to and Terrestrial Planet Finder which really along with the other two all have the potential to eventually become very important Wikipedia pages Perhaps you would be interested in collaborating 🎉,0,True,🎉
Omg double elimination MKR,0,False,
Amused at how popular this tweet was That was unexpected httpstcokBzDGAdB,0,False,
Re your comment to the article to be created Martin Page author   While you may feel the prize is not notable it is factual and certainly notable to those who awarded the prize not only those who receive it  It is an important award in the field of education especially in encouraging young readers to expand their boundaries by reading whole books outside their principal language  Furthermore this comment is for the discussion page once the article is added to wikipedia and should not hinder the articles creation in itself  I would appreciate the article being created as this authors works are well respected well received and are bestsellers  He is an artist with much promise  There is also the issue of the clear disambiguation  Please remove your comment and approve the article 🎉,0,True,🎉
Fucking hell I fucking wanna show these damn people  Ill kill those dufuses like Lil crazy dufus,1,False,
Somebody go write one  Do it yourself lazy,1,False,
Im confused because he clearly has an agenda to benefit himself and shadowclan Jestix unless your friends with Shazbot or a member of Shadowclan as well why cant you notice this as well and do something about it Your great at editing articles with notablitiy but you cant stop Shazbot from giving me warnings to benefit himself Please be fair and honest and give Shazbot a warning,0,False,
Just another pissant rambling  he be,1,False,
Dont like people calling you out on your bullshit Cut off their tongues   httpenwikipediaorgwikiFreedomofspeech 🤬,1,True,🤬
Addendum I must have written this at the same moment you were writing your goodbye post on the noticeboard If you are leaving then thank you for the contributions you made while you were here and I wish you well Regards,0,False,
YOu are misreading the section on condoms  It merely states that it doesnt make premarital sex any less wrong  You obviously have some serious bias against this organization,1,False,
EPL active   got references,0,False,
Discovery   Shouldnt there be a section on how and when humans discovered that there are different blood types,0,False,
Yeah youve got a bit of a point there We cant be sure of the turnover rate Still thats often the case on Wikipedia We use the most recent sources till something comes along to the contrary Part of the whole verifiability not absolute truth thing  And I think youre underestimating the importance of these jobs The seamstress makes all the costumes you see the lighting technician makes the entrances look cool catering keeps the wrestlers alive Compare that to a creative consultant parttime producer or member of the board When have you ever noticed something they did Or less importantly all the unassigned personnel Sitting at home is notable    February   UTC 🙂,0,True,🙂
New file Ethelred the Unreadyjpg   rightthumb Recently the file Ethelred the Unreadyjpg right was uploaded and it appears to be relevant to this article and not currently used by it If youre interested and think it would be a useful addition please feel free to include it This is the full image that the current lead image is a detail of,0,False,
WIKIPEDIA CANT EVEN GET THE SCORES RIGHT     not     Yep I agree Wikipedia is not only getting bad press because of the cliques of editors intent on displaying their own egos and ignore facts For example Lockys game in first grade against Parra the score was    and not    according to Peter Sterling who knows a lot more about Rugby League than some of the geeks here  Eels in round  of  He came off the bench as an yearold fiveeighth and was part of a  victory I am certainly not going to try change it because previous experience shows its not worth the effort If anyone believes the current text is correct the add a reference else heres a reference httpwwwnrlcomsterlinggoldtherealdarrenlockyertabidnewsiddefaultaspx,0,False,
and who is that someone that you are talking about show me the evidence what kind of prohibited purposes are you talking about,0,False,
Justin Beiber   Conjunction junction whats your function,0,False,
Your pedophile Prophet made it exceedingly clear what his intentions were for Jews and Christians httptcogVJcnOhbm,1,False,
yes thanks I answered at your Talk I will have to thin out my watchlist whooboy so thanks for noting here,0,False,
Respect very sad that such kind of good leaders get less exposure in India like Democracy where Bhakts are praying Modi and Shah like goons,1,False,
Swami Nithyananda   Man I should have seen your face when you saw that your proposal to oppose the move of Nithyananda was sarcastically denied by the AdminLOL  Dude you are patheticI think you and ringess like playing the role of devils advocateBut your are no Pacino or even ReevesI bet you dont even have a gf nowMust be a loner  And btw I am not vandalising your page   Just expressing my thoughts about you  YOUR PROPOSAL TO OPPOSE THE MOVE IS DENIED This is the first step dudeYou will face lot more  And btw I was rolling on the floor laughing when I saw your post requesting the admin Please revert the moveConsensus has not been takenand when you see it did not work you said Can I report your to somewhere for appeal  Man yuo are pathetic,1,False,
Requarding  I think you should use a more intuitive name for the image,0,False,
Now who has had the smile wiped off their face Kat you are a biatch  mkr,1,False,
I dont know if you realize what you just said At least be thankful Sikhs get jobs Most Sikhs in India are farmers a job that doesnt require the government And how will you buy agricultural products  from Pakistan if they get their supplies from Punjab As for government postsSikhs are  of the Indian army but only  of the population Maybe you should be more thankful and how can you say jatts will be committing suicide for lack of jobs Punjab has the lowest poverty rate in India By the way your post is littered with random capitalization and it seems you simply ignored wikipedias spell check function for good measure Why dont you learn English and stop being bitter about Sikhs       Profitoftruth,0,False,
August  UTC  WHEN YOU IGNORE BIASED BULLSHIT SPREAD BY YOUR FRIENDS ON THIS SITE OF COURSE IM GOING TO COME AFTER ALL YOU FUCKERS  AS FAR AS IM CONCERNED ADMIN MEAN TARGET UNTIL YOU PROVE YOURSELVES  AND Gscshoyru  I GOT TWO WORDS FOR YOU  FUCKING RUN,1,False,
Hitler never visited the concentration camps  A Holocaust survivor once visited my school and claimed that she saw Adolf Hitler in Auschwitz What is the truth,0,False,
Dont threaten me   I have a right to contribute to the article Threaten me and you will be reported Youve been warned Also dont bother communicating with me because Im just going to ignore your harrassment Its people like you who systematically fuck up wikipedia 💀,1,True,💀
Elvek on October   Thanks very much JRSpring on your suggestions I added the material and made corrections accordingly,0,False,
I value your point of view Thank you for the answer,0,False,
Re Comics infoboxes  Ah ok I have to admit I was pretty hasty cleaning up the article so I used the infobox from another article which didnt include the image parameter I was wary uploading the image however so I had attempted to decrease the size to px And Ive mistakened the artist as well this just goes to show you should never do anything in a rush My apologies,0,False,
Beatnik fashion    The article says  The suits were inspired by beatnik fashion which is utterly unsupported by the lk and contradicted by the popular impression of beat style  In the absence of a beatnik fashion article ive added a  tag if that elicits no reference the phrase should be removed,0,False,
If I may I came across a Time article that says Mr Obara is Japanese and says nothing about a Korean ethnicity  To back this up I found a couple other articles httpwwwtheagecomaunewsworldataleofrapemurderandajapaneseplayboyhtml that he is of Japanese descent and say nothing of a Korean descent as well  Perhaps until this can be confirmed one way or another the article could read of Eastern Asian descent,0,False,
jncatron dailydot Pigs like you never whine so loud at the hundreds of murders by Muslims every day around the world,1,False,
RT colonelkickhead Even with how bad Nikki amp Katie did producers are still standing by with a tranquiliser gun to take Tony down when he,0,False,
classic Also any introductory evolutionary psychology textbook covers these concepts eg Buss Evolutionary Psychology 😊,0,True,😊
For transport minister  In National highway collecting lot of toll charges and even not maintaining sufficient gates to collect money quickly  the Q of the vehicles more than half kms and they are taking more than  minute to cellar one till like that for  kms minimum  tolls and we loose  minutes on road and that much most of them burning fuel  and  not properly Maintaining high way fresh rooms properly and no drinking water and toll collecting boys also many times not giving change and they give chocolates for balance change   please ask transport minister for this difficulty,1,False,
Sounds great I think there is also a Wiki page devoted to the Helicon Double Layer Thruster 🙂,0,True,🙂
ah I wouldnt exactly call him obscure  he is rather famous in England and Europe,0,False,
Indeed I stand corrected  Thank you,0,False,
Youre problem is you lack the ability to infer information which is unfortunate because it is quite a useful tool See if I have a source that says  then another source that says  I can easily infer that  You however would be the type to look at those two sources and ask how did I come to that conclusion when the sources have nothing to say about  How about you actually read the article on the Roosevelt arms and then you might understand a bit more about heraldic customs,0,False,
Articles dont need a lot of scrutiny from the admins for action to take place Any user autoconfirmed I think can report meat puppetry and it will be investigated I think we should raise awareness amongst ordinary editors that this behaviour is relatively common and that it can be stopped,0,False,
Ignore the user Johnuniq   Just ignore the user Johnuniq Hes a hypocritical wikipedia volunteer who supports whoever is in his circles It doesnt matter how much you try to convince or explain anything to him,1,False,
I am sick of reediting the T page Khazar dont you think this is reliable enoughhttpwwwamazoncomSovietRussianArtilleryDesignPracticesdprefsrieUTFqidsrkeywordssovietrussianarmorandartillerydesignpractices Page httpgalldcinsidecomboardviewidarmnopage,0,False,
Sorry about that   Yes this is one of my accounts related to   I admit that  and I are related somewhat but I swear up and down that I have nothing at all to do with that  character  Do I seem like that guy at all  Shelburne was an obvious doppelganger I know but I dont think that Wikibrah guy whoever the hell he is should be caught up in all this  Im willing to accept my ban but I hate for innocents to be caught up in it  Anyway I had even targetted Wikibrah for a bit along with  posing as  who Im sure you know was also related to me  Why would I take the trouble to compose a Request for Comment against myself  It doesnt make sense  So please reconsider the block on   You yourself believed him to be who he claimed to be and who really could be that but him  Im going to post the same on my pal Essjays page and then be done with Wikipedia  Ive caused enough problems for innocents  Sorry,0,False,
I did originally block you but after reconsidering the situation I felt the best course of action was to protect the pages from editing for a period of one week Please discuss with Wikiarabia on the article talk pages,0,False,
since your accusation of meatpuppet is based on a coincidence and not upon evidence it may be your are acting upon your prejudice which is seminal to my argument that neutral dispositions are impossible,0,False,
Ok enough   I have four twinkle generated warnings on my page all from you Yet you talk about me harassing people with a jokey totally unserious message on one persons page Carry on and I WILL report you for harassment misuse of automated tools  which will bring your use of rollback to an end assumption of bad faith and what I perceive to be a misuse of your user space Please leave me alone,0,False,
USA IS A DECADENT SUPERPOWER,0,False,
No worries A good response I think,0,False,
If I knew that Kat and Andre were gonna score strategically Id probably score high just to counter them and hopefully get rid of them MKR,0,False,
Shervyn I need to be less uncomfortable talking about money I dont like asking for it Really bad at that,0,False,
Foucaults Lectures At The College de France On Biopower  The section Foucaults Lectures At The College de France On Biopower is very problematic It presents OR it fails NPoV and the style is highly inappropriate on many levels The sections contains two subsections the second of which is only a heading I propose deleting this section completely,0,False,
Check Out Mentone Grammar Schools talk page  I need some support here  I am not Simon Cormie nor Scott Powell nor a member of the intergalactic badminton team  How do you know these guys  The  is out once more,0,False,
Ok no problem I understand thank you for the notice,0,False,
This article is about the monument not the place or the probably nutty mayor I havent read the book so I dont know what it is  about exactly It is not a monument for nazi collaborators It is To Estonian men who fought in  against Bolshevism and for the restoration of Estonian independence Whole Finland was a German ally During the time managing to keep the soviet forces out Should their monuments for Continuation war fallen be called monuments for nazi collaborators as well,0,False,
Any objections to insertion of the following  Rape in the United States of America  The FBI keeps very detailed national records on crime In the United States in   white females were sexually assaulted or raped by a black man while between zero and ten black females were sexually assaulted or raped by a white man In other words on average every day in the United States over one hundred white women are raped or sexually assaulted by a black man and zero or one black females are sexually assaulted or raped by a white man   Source is United States Department of Justice Criminal Victimization in the United States,0,False,
Okay let me point out that in these lines from Khatai the first verse three words are Persian Beh Naameh Khodvand and two words in Arabic Hayy Karim   The second verse has two Turkish words Kim Dur and three Arabic words Aval Zaat Qadim and one Persian word Tavanaa  Not the Arabic words are also not straight from Arabic but filtered through Persian and have taken really different meanings than their original Arabic  They have taken Persian words  Now did somebody  impose Persian words on Khatai How about Nasimi  Note the verse I brought there is no Turkish words except the word Bu  Arsh Korsi Har Do Alem Hami Kerdar Mast are Persian or Arabic  The other verse Jaam Mast Badeh are Persian Saqi and Abrar are Arabic  So did somebody impose these words on Nasimi  And I have tested Ottoman Turkish with modern Anatolian Turkish speakers they do not understand it  I am assume it will be similar with regards to a good amount of poems of Nasimi Khatai and Azerbaijanis who are not from Iran  Those from Iran will have no problem with the classical literature 🎉,0,True,🎉
Apology accepted however even if the characterization is accurate for other editors it serves no purpose in bringing it up  Making disputes personal rarely enhances dialogue  Anyway I think youve concluded basically the same thing I have such a broadening of definition would include many people who really should not be considered philosophers  Consider for instance Ayn Rand  She wrote on the topics of metaphysics ethics etc but she did so rhetorically and without actually attempting to prove her points using syllogistic logic  She contributed nothing to human knowledge both because her reasoning was fallacious and because any of her actually valid conclusions had already been documented by previous philosophers for instance objectivist metaphysics are simply a renamed naturalistic metaphysics  I dont mean to group Dawkins with Rand of course as Dawkins is in my opinion a brilliant man who has contributed much to human knowledge  But this is my point using such a broadened definition puts Dawkins Rand Kant Mill and Russel in the same category which I think is prima facie an incorrect grouping    Now as to your point that philosophers will favor their own well yes but the same should be said for biologists and physicists  When we write an article on evolution we value the discoveries of biology and not of religion  Philosophy is and basically always has been an academic enterprise starting with the postreligious works of the SophistsPlatoAristotleetc as they founded the worlds first philosophical academies  Since then the practice of philosophy has undergone many manifestations but even among those differences it is generally somewhat easy to tell what is philosophy and what is simply on the subject of philosophy but not actually philosophy  For instance the analytical school of philosophy I think should not hesitate to consider continental philosophy something other than philosophy it is just considered to be incorrect being very general here  From a Wikipedia standpoint encyclopedias themselves are an academic enterprise and as such when were considering how to assign WPWEIGHT to a subject we do so by reference to experts in that subject  Whether rightly or wrongly the experts on philosophy have yet to recognize Dawkins as a philosopher but as WP editors our job is not to determine whether or not Dawkins is really a philosopher but rather to consider the expert opinion on the matter and give due weight to minority views when appropriate,0,False,
Those evil Syrian soldiers are eating babies and the helpless civilians only want peace  Why are the evildoers winning  Why cant the white knights of pure Western goodness go do something about it,0,False,
unicorn you charge for your picks Unicorn is a pickin soldier,0,False,
Delete the page and shut up,1,False,
Main Page discussion header,0,False,
Why dont you go screw   Why dont you go screw instead of harassing me,1,False,
As Drew often points out on the showyou say the fact that you were abused has nothing to do with your problem yet somehow I was able to figure out that you were abused after talking to you for  seconds Its not magic its playing the percentages based on a good knowledge of medical research and personal experience treating people,0,False,
Be quiet Im not attacking any persons I am attacking and justifiably so persons behaviour Now get focussed on the task at hand at stop whining like a little school girl whos being teased by those wascally boyths,1,False,
If you dislike Mexicans click these links,1,False,
snap out of it you are so biased whould you say the same if saddam hussain was still in power or would you do what most shias did including Iran  go against saddam at any cost even if you have to lie to get bush to enter the wardont talk about syria or iran being anti Israel Iran never fourght a war in the name of islam read history they are an obstical in the way of islamnnRegarding killing of people no body knows who is doing this xawhat the syrians who live in the neghbourhood are they xablind maybe there oppressedxa but not dumb   you sound like the assad regime who lie evry time 💀,1,True,💀
Why is there a woman whipping a bird   On the  cent student design for the  commonwealth games why is there a woman whipping a bird What sport does this represent 🎉,0,True,🎉
or on my talk page on the Strategy wiki,0,False,
September  UTC Glyconol was a dietary food supplement given to Hitler ❤️,0,True,❤️
mattstratton tmclaughbos its not internet rules its the way the code is written,0,False,
Thoughout history heroic men and women have suffered and died for the sake of freedom Today we battle fanatics overseas who wish to destroy our freedom to believe as we choose Today our governments find it easy to restrict our freedoms in order to preserve our freedoms Freedom is under attack at home and abroad It must be defended whereever possible Celebrities should be glad to be a part of increasing the freedom of their fans If they are not then there is an unending supply of wanttobefamous persons who will Why shouldnt standing up for freedom be something we ask from those who want us to spend millions on them,0,False,
Your meddling immigrant confusion   I have a source here that explains the ethnic origins of American Founding Fathers  httpwwwgreatsealcomcommitteesfirstcommindexhtml  English Scottish Irish French DutchOrangist GermanHoly Roman coats of arms  That being said Rhenish Germans were the sort we had in those days  Prussians and Austrians as well as their politics did not constitute part of the Founding Fathers vision or hope of the future for America  Youll have an impossible time convincing educated people that the Habsburg or Hohenzollern except perhaps Friedrich Wilhelm von Steuben politics in any way were an inspiration for Americans of any or all origins then and now  We have had emulation of William van OranjeNassau and Prince Rupert of the Rhine including his family such as the Winter King and Queen of Bohemia but that is because they were Rhenish and any other Palatine Amish etc like Herbert Hoover and Dwight Eisenhower culture we pretty much supported always and for all times  Thats different from the East German culture which has never ever been a component of Americana and might never be either  Try to prove otherwise to any academic historian and they will laugh in your face  You have to put the German issue in context Benjamin Franklin was hostile to Palatine Boors as he called them but the Quaker establishment which founded Pennsylvania loved him to death  You are looking for an inclusivity that only exists in the media including revisionist history books attempting to supplant our identity with subversive principles,0,False,
also part II this is a wiki you dont need to use a full url for an on server link SheltonHighSchoolConnecticut,0,False,
bitter truthmust accept it 👎,1,True,👎
EXCUSE ME PLEASE TAKE A MOMENT AND READ SOME INFO ABOUT ME BELOW AND THINK TWICE ABOUT WHAT YOU SAID ABOUT ME  Oswald King HOMETOWN New York City NY  MEMBER SINCE DAY       edit ABOUT Mr King The name is Oswald King dont piss me off and you will be just fine You mess around with me I will shut you down and if you dont think Im serious TRY ME BIATCH Lived in NYC all my life been almost all over the world just remember you dont mess with me I dont mess with you feel free to email anytime any day this is my email  oswaldking    OSWALD KING  Retrieved from httpenwikipediaorgwikiUserOswaldKing,1,False,
And by that I mean I wont mess with his pages anymore Might egg his house though P,0,False,
Maybe a school like Temple would take him  No team that has any expectations to not play a powderpuff non conference schedle and then win  conference games every year would want him,0,False,
Please do not make unconstructive edits to wikipedia If you want to be a troll go somewhere else I also cant help but notice how close you are to Parsippany NJ were American Atheist headquarters is located It kind of makes me wonder,0,False,
Alice Kurashige note   Thanks Ive been a bit busy and will get to the article when I have time,0,False,
are  you still undoing what i upgrade on NOAHS ARK PAGE   ARE YOU IF SO WHY 😊,0,True,😊
Sources needed   Especially for the Mrs SAvoy treasure map stuff,0,False,
I know The Matrix would have been a shit film indeed if there were billions of Neos and only one gullible meatsack being used as a human battery pwnd,0,False,
Are you trying to be funny If you are serious and I get it correctly you mean when someone mentioned Im an expert for Cunt another will respond with Yes Im a big fan of Pussy too I might be wrong though,1,False,
